"file"	"condition"	"lab"	"A"
"s.5"	"A"	"lab1"	0
"s.8"	"A"	"lab1"	0
"s.13"	"A"	"lab1"	0
"s.20"	"A"	"lab1"	0
"s.27"	"A"	"lab1"	0
"s.91"	"A"	"lab1"	0
"s.95"	"A"	"lab1"	0
"s.98"	"A"	"lab1"	0
"s.108"	"A"	"lab1"	0
"s.132"	"A"	"lab1"	0
"s.140"	"A"	"lab1"	0
"s.169"	"A"	"lab1"	0
"s.190"	"A"	"lab1"	0
"s.210"	"A"	"lab1"	0
"s.215"	"A"	"lab1"	0
"s.224"	"A"	"lab1"	0
"s.228"	"A"	"lab1"	0
"s.229"	"A"	"lab1"	0
"s.242"	"A"	"lab1"	0
"s.260"	"A"	"lab1"	0
"s.266"	"A"	"lab1"	0
"s.273"	"A"	"lab1"	0
"s.280"	"A"	"lab1"	0
"s.291"	"A"	"lab1"	0
"s.292"	"A"	"lab1"	0
"s.294"	"A"	"lab1"	0
"s.311"	"A"	"lab1"	0
"s.327"	"A"	"lab1"	0
"s.335"	"A"	"lab1"	0
"s.337"	"A"	"lab1"	0
"s.341"	"A"	"lab1"	0
"s.343"	"A"	"lab1"	0
"s.375"	"B"	"lab1"	1
"s.387"	"B"	"lab1"	1
"s.414"	"B"	"lab1"	1
"s.441"	"B"	"lab1"	1
"s.480"	"B"	"lab1"	1
"s.525"	"B"	"lab1"	1
"s.540"	"B"	"lab1"	1
"s.567"	"B"	"lab1"	1
