file	condition	lab	A
s.2	A	lab3	0
s.3	A	lab3	0
s.4	A	lab3	0
s.5	A	lab3	0
s.6	A	lab3	0
s.7	A	lab3	0
s.8	A	lab3	0
s.9	A	lab3	0
s.10	A	lab3	0
s.11	A	lab3	0
s.12	A	lab3	0
s.13	A	lab3	0
s.14	A	lab3	0
s.15	A	lab3	0
s.16	A	lab3	0
s.17	A	lab3	0
s.18	A	lab3	0
s.19	A	lab3	0
s.20	A	lab3	0
s.21	A	lab3	0
s.22	A	lab3	0
s.23	A	lab3	0
s.24	A	lab3	0
s.25	A	lab3	0
s.26	A	lab3	0
s.27	A	lab3	0
s.28	A	lab3	0
s.29	A	lab3	0
s.30	A	lab3	0
s.31	A	lab3	0
s.32	A	lab3	0
s.33	A	lab3	0
s.34	A	lab3	0
s.35	A	lab3	0
s.37	A	lab3	0
s.38	A	lab3	0
s.40	A	lab3	0
s.41	A	lab3	0
s.42	A	lab3	0
s.43	A	lab3	0
s.45	A	lab3	0
s.46	A	lab3	0
s.47	A	lab3	0
s.48	A	lab3	0
s.49	A	lab3	0
s.50	A	lab3	0
s.51	A	lab3	0
s.52	A	lab3	0
s.53	A	lab3	0
s.54	A	lab3	0
s.55	A	lab3	0
s.56	A	lab3	0
s.58	A	lab3	0
s.59	A	lab3	0
s.60	A	lab3	0
s.61	A	lab3	0
s.62	A	lab3	0
s.63	A	lab3	0
s.64	A	lab3	0
s.65	A	lab3	0
s.66	A	lab3	0
s.67	A	lab3	0
s.70	A	lab3	0
s.71	A	lab3	0
s.72	A	lab3	0
s.73	A	lab3	0
s.74	A	lab3	0
s.75	A	lab3	0
s.76	A	lab3	0
s.77	A	lab3	0
s.80	A	lab3	0
s.81	A	lab3	0
s.82	A	lab3	0
s.83	A	lab3	0
s.84	A	lab3	0
s.85	A	lab3	0
s.86	A	lab3	0
s.87	A	lab3	0
s.88	A	lab3	0
s.89	A	lab3	0
s.90	A	lab3	0
s.91	A	lab3	0
s.92	A	lab3	0
s.93	A	lab3	0
s.94	A	lab3	0
s.95	A	lab3	0
s.96	A	lab3	0
s.97	A	lab3	0
s.99	A	lab3	0
s.100	A	lab3	0
s.101	A	lab3	0
s.102	A	lab3	0
s.103	A	lab3	0
s.105	A	lab3	0
s.107	A	lab3	0
s.108	A	lab3	0
s.109	A	lab3	0
s.111	A	lab3	0
s.112	A	lab3	0
s.113	A	lab3	0
s.114	A	lab3	0
s.115	A	lab3	0
s.116	A	lab3	0
s.117	A	lab3	0
s.118	A	lab3	0
s.119	A	lab3	0
s.122	A	lab3	0
s.124	A	lab3	0
s.125	A	lab3	0
s.126	A	lab3	0
s.127	A	lab3	0
s.128	A	lab3	0
s.129	A	lab3	0
s.130	A	lab3	0
s.133	A	lab3	0
s.134	A	lab3	0
s.137	A	lab3	0
s.138	A	lab3	0
s.139	A	lab3	0
s.141	A	lab3	0
s.142	A	lab3	0
s.143	A	lab3	0
s.144	A	lab3	0
s.145	A	lab3	0
s.146	A	lab3	0
s.147	A	lab3	0
s.148	A	lab3	0
s.149	A	lab3	0
s.150	A	lab3	0
s.151	A	lab3	0
s.152	A	lab3	0
s.153	A	lab3	0
s.155	A	lab3	0
s.156	A	lab3	0
s.157	A	lab3	0
s.158	A	lab3	0
s.160	A	lab3	0
s.161	A	lab3	0
s.162	A	lab3	0
s.163	A	lab3	0
s.166	A	lab3	0
s.167	A	lab3	0
s.168	A	lab3	0
s.169	A	lab3	0
s.170	A	lab3	0
s.172	A	lab3	0
s.173	A	lab3	0
s.174	A	lab3	0
s.175	A	lab3	0
s.178	A	lab3	0
s.179	A	lab3	0
s.182	A	lab3	0
s.183	A	lab3	0
s.185	A	lab3	0
s.186	A	lab3	0
s.187	A	lab3	0
s.188	A	lab3	0
s.189	A	lab3	0
s.191	A	lab3	0
s.192	A	lab3	0
s.193	A	lab3	0
s.194	A	lab3	0
s.195	A	lab3	0
s.196	A	lab3	0
s.197	A	lab3	0
s.198	A	lab3	0
s.199	A	lab3	0
s.200	A	lab3	0
s.201	A	lab3	0
s.202	A	lab3	0
s.203	A	lab3	0
s.204	A	lab3	0
s.205	A	lab3	0
s.206	A	lab3	0
s.207	A	lab3	0
s.208	A	lab3	0
s.209	A	lab3	0
s.210	A	lab3	0
s.211	A	lab3	0
s.213	A	lab3	0
s.214	A	lab3	0
s.216	A	lab3	0
s.217	A	lab3	0
s.218	A	lab3	0
s.219	A	lab3	0
s.221	A	lab3	0
s.223	A	lab3	0
s.224	A	lab3	0
s.225	A	lab3	0
s.226	A	lab3	0
s.227	A	lab3	0
s.230	A	lab3	0
s.231	A	lab3	0
s.232	A	lab3	0
s.233	A	lab3	0
s.234	A	lab3	0
s.236	A	lab3	0
s.238	A	lab3	0
s.239	A	lab3	0
s.240	A	lab3	0
s.241	A	lab3	0
s.243	A	lab3	0
s.244	A	lab3	0
s.245	A	lab3	0
s.246	A	lab3	0
s.247	A	lab3	0
s.248	A	lab3	0
s.249	A	lab3	0
s.250	A	lab3	0
s.252	A	lab3	0
s.253	A	lab3	0
s.254	A	lab3	0
s.255	A	lab3	0
s.257	A	lab3	0
s.258	A	lab3	0
s.259	A	lab3	0
s.260	A	lab3	0
s.261	A	lab3	0
s.262	A	lab3	0
s.263	A	lab3	0
s.264	A	lab3	0
