"file"	"condition"	"lab"	"A"
"s.1"	"A"	"lab3"	0
"s.6"	"A"	"lab3"	0
"s.7"	"A"	"lab3"	0
"s.10"	"A"	"lab3"	0
"s.11"	"A"	"lab3"	0
"s.12"	"A"	"lab3"	0
"s.17"	"A"	"lab3"	0
"s.19"	"A"	"lab3"	0
"s.22"	"A"	"lab3"	0
"s.24"	"A"	"lab3"	0
"s.25"	"A"	"lab3"	0
"s.29"	"A"	"lab3"	0
"s.32"	"A"	"lab3"	0
"s.33"	"A"	"lab3"	0
"s.34"	"A"	"lab3"	0
"s.36"	"A"	"lab3"	0
"s.37"	"A"	"lab3"	0
"s.38"	"A"	"lab3"	0
"s.44"	"A"	"lab3"	0
"s.46"	"A"	"lab3"	0
"s.47"	"A"	"lab3"	0
"s.49"	"A"	"lab3"	0
"s.52"	"A"	"lab3"	0
"s.53"	"A"	"lab3"	0
"s.55"	"A"	"lab3"	0
"s.57"	"A"	"lab3"	0
"s.59"	"A"	"lab3"	0
"s.60"	"A"	"lab3"	0
"s.62"	"A"	"lab3"	0
"s.63"	"A"	"lab3"	0
"s.65"	"A"	"lab3"	0
"s.66"	"A"	"lab3"	0
"s.67"	"A"	"lab3"	0
"s.72"	"A"	"lab3"	0
"s.75"	"A"	"lab3"	0
"s.77"	"A"	"lab3"	0
"s.78"	"A"	"lab3"	0
"s.79"	"A"	"lab3"	0
"s.81"	"A"	"lab3"	0
"s.83"	"A"	"lab3"	0
"s.85"	"A"	"lab3"	0
"s.86"	"A"	"lab3"	0
"s.87"	"A"	"lab3"	0
"s.88"	"A"	"lab3"	0
"s.90"	"A"	"lab3"	0
"s.92"	"A"	"lab3"	0
"s.93"	"A"	"lab3"	0
"s.94"	"A"	"lab3"	0
"s.95"	"A"	"lab3"	0
"s.97"	"A"	"lab3"	0
"s.98"	"A"	"lab3"	0
"s.100"	"A"	"lab3"	0
"s.101"	"A"	"lab3"	0
"s.103"	"A"	"lab3"	0
"s.104"	"A"	"lab3"	0
"s.107"	"A"	"lab3"	0
"s.108"	"A"	"lab3"	0
"s.109"	"A"	"lab3"	0
"s.110"	"A"	"lab3"	0
"s.111"	"A"	"lab3"	0
"s.115"	"A"	"lab3"	0
"s.117"	"A"	"lab3"	0
"s.120"	"A"	"lab3"	0
"s.122"	"A"	"lab3"	0
"s.123"	"A"	"lab3"	0
"s.125"	"A"	"lab3"	0
"s.127"	"A"	"lab3"	0
"s.128"	"A"	"lab3"	0
"s.130"	"A"	"lab3"	0
"s.131"	"A"	"lab3"	0
"s.132"	"A"	"lab3"	0
"s.133"	"A"	"lab3"	0
"s.135"	"A"	"lab3"	0
"s.136"	"A"	"lab3"	0
"s.137"	"A"	"lab3"	0
"s.138"	"A"	"lab3"	0
"s.139"	"A"	"lab3"	0
"s.140"	"A"	"lab3"	0
"s.144"	"A"	"lab3"	0
"s.145"	"A"	"lab3"	0
"s.146"	"A"	"lab3"	0
"s.147"	"A"	"lab3"	0
"s.148"	"A"	"lab3"	0
"s.149"	"A"	"lab3"	0
"s.151"	"A"	"lab3"	0
"s.154"	"A"	"lab3"	0
"s.155"	"A"	"lab3"	0
"s.156"	"A"	"lab3"	0
"s.157"	"A"	"lab3"	0
"s.159"	"A"	"lab3"	0
"s.161"	"A"	"lab3"	0
"s.163"	"A"	"lab3"	0
"s.167"	"A"	"lab3"	0
"s.168"	"A"	"lab3"	0
"s.171"	"A"	"lab3"	0
"s.174"	"A"	"lab3"	0
"s.175"	"A"	"lab3"	0
"s.177"	"A"	"lab3"	0
"s.179"	"A"	"lab3"	0
"s.181"	"A"	"lab3"	0
"s.182"	"A"	"lab3"	0
"s.183"	"A"	"lab3"	0
"s.184"	"A"	"lab3"	0
"s.187"	"A"	"lab3"	0
"s.188"	"A"	"lab3"	0
"s.190"	"A"	"lab3"	0
"s.192"	"A"	"lab3"	0
"s.194"	"A"	"lab3"	0
"s.195"	"A"	"lab3"	0
"s.198"	"A"	"lab3"	0
"s.199"	"A"	"lab3"	0
"s.200"	"A"	"lab3"	0
"s.201"	"A"	"lab3"	0
"s.202"	"A"	"lab3"	0
"s.204"	"A"	"lab3"	0
"s.205"	"A"	"lab3"	0
"s.206"	"A"	"lab3"	0
"s.207"	"A"	"lab3"	0
"s.208"	"A"	"lab3"	0
"s.212"	"A"	"lab3"	0
"s.213"	"A"	"lab3"	0
"s.214"	"A"	"lab3"	0
"s.217"	"A"	"lab3"	0
"s.219"	"A"	"lab3"	0
"s.220"	"A"	"lab3"	0
"s.223"	"A"	"lab3"	0
"s.224"	"A"	"lab3"	0
"s.225"	"A"	"lab3"	0
"s.226"	"A"	"lab3"	0
"s.228"	"A"	"lab3"	0
"s.230"	"A"	"lab3"	0
"s.231"	"A"	"lab3"	0
"s.232"	"A"	"lab3"	0
"s.233"	"A"	"lab3"	0
"s.234"	"A"	"lab3"	0
"s.235"	"A"	"lab3"	0
"s.237"	"A"	"lab3"	0
