file	condition	lab	A
s.11	A	lab1	0
s.30	A	lab1	0
s.41	A	lab1	0
s.64	A	lab1	0
s.76	A	lab1	0
s.80	A	lab1	0
s.81	A	lab1	0
s.83	A	lab1	0
s.99	A	lab1	0
s.107	A	lab1	0
s.117	A	lab1	0
s.123	A	lab1	0
s.127	A	lab1	0
s.128	A	lab1	0
s.135	A	lab1	0
s.137	A	lab1	0
s.138	A	lab1	0
s.141	A	lab1	0
s.145	A	lab1	0
s.152	A	lab1	0
s.157	A	lab1	0
s.172	A	lab1	0
s.180	A	lab1	0
s.183	A	lab1	0
s.189	A	lab1	0
s.203	A	lab1	0
s.207	A	lab1	0
s.220	A	lab1	0
s.230	A	lab1	0
s.253	A	lab1	0
s.260	A	lab1	0
s.270	A	lab1	0
s.284	A	lab1	0
s.291	A	lab1	0
s.303	A	lab1	0
s.306	A	lab1	0
s.321	B	lab1	1
s.327	B	lab1	1
s.334	B	lab1	1
s.338	B	lab1	1
s.339	B	lab1	1
s.343	B	lab1	1
s.359	B	lab1	1
s.373	B	lab1	1
s.383	B	lab1	1
s.385	B	lab1	1
s.397	B	lab1	1
s.399	B	lab1	1
s.404	B	lab1	1
s.407	B	lab1	1
s.416	B	lab1	1
s.421	B	lab1	1
s.423	B	lab1	1
s.440	B	lab1	1
s.450	B	lab1	1
s.454	B	lab1	1
s.455	B	lab1	1
s.457	B	lab1	1
s.462	B	lab1	1
s.466	B	lab1	1
s.469	B	lab1	1
s.470	B	lab1	1
s.473	B	lab1	1
s.475	B	lab1	1
s.482	B	lab1	1
s.485	B	lab1	1
s.488	B	lab1	1
s.491	B	lab1	1
s.507	B	lab1	1
s.508	B	lab1	1
s.510	B	lab1	1
s.514	B	lab1	1
s.517	B	lab1	1
s.524	B	lab1	1
s.528	B	lab1	1
s.529	B	lab1	1
s.531	B	lab1	1
s.539	B	lab1	1
s.542	B	lab1	1
s.548	B	lab1	1
s.560	B	lab1	1
s.566	B	lab1	1
s.567	B	lab1	1
s.575	B	lab1	1
s.578	B	lab1	1
s.585	B	lab1	1
s.593	B	lab1	1
s.595	B	lab1	1
s.596	B	lab1	1
s.600	B	lab1	1
