"file"	"condition"	"lab"	"A"
"s.1"	"A"	"lab3"	0
"s.2"	"A"	"lab3"	0
"s.3"	"A"	"lab3"	0
"s.4"	"A"	"lab3"	0
"s.5"	"A"	"lab3"	0
"s.7"	"A"	"lab3"	0
"s.8"	"A"	"lab3"	0
"s.9"	"A"	"lab3"	0
"s.10"	"A"	"lab3"	0
"s.11"	"A"	"lab3"	0
"s.12"	"A"	"lab3"	0
"s.14"	"A"	"lab3"	0
"s.15"	"A"	"lab3"	0
"s.16"	"A"	"lab3"	0
"s.17"	"A"	"lab3"	0
"s.18"	"A"	"lab3"	0
"s.19"	"A"	"lab3"	0
"s.20"	"A"	"lab3"	0
"s.21"	"A"	"lab3"	0
"s.23"	"A"	"lab3"	0
"s.25"	"A"	"lab3"	0
"s.26"	"A"	"lab3"	0
"s.27"	"A"	"lab3"	0
"s.28"	"A"	"lab3"	0
"s.30"	"A"	"lab3"	0
"s.32"	"A"	"lab3"	0
"s.33"	"A"	"lab3"	0
"s.34"	"A"	"lab3"	0
"s.35"	"A"	"lab3"	0
"s.37"	"A"	"lab3"	0
"s.38"	"A"	"lab3"	0
"s.40"	"A"	"lab3"	0
"s.41"	"A"	"lab3"	0
"s.42"	"A"	"lab3"	0
"s.43"	"A"	"lab3"	0
"s.45"	"A"	"lab3"	0
"s.46"	"A"	"lab3"	0
"s.47"	"A"	"lab3"	0
"s.48"	"A"	"lab3"	0
"s.49"	"A"	"lab3"	0
"s.51"	"A"	"lab3"	0
"s.52"	"A"	"lab3"	0
"s.53"	"A"	"lab3"	0
"s.54"	"A"	"lab3"	0
"s.55"	"A"	"lab3"	0
"s.59"	"A"	"lab3"	0
"s.60"	"A"	"lab3"	0
"s.61"	"A"	"lab3"	0
"s.62"	"A"	"lab3"	0
"s.64"	"A"	"lab3"	0
"s.67"	"A"	"lab3"	0
"s.68"	"A"	"lab3"	0
"s.69"	"A"	"lab3"	0
"s.70"	"A"	"lab3"	0
"s.72"	"A"	"lab3"	0
"s.74"	"A"	"lab3"	0
"s.75"	"A"	"lab3"	0
"s.76"	"A"	"lab3"	0
"s.77"	"A"	"lab3"	0
"s.78"	"A"	"lab3"	0
"s.79"	"A"	"lab3"	0
"s.81"	"A"	"lab3"	0
"s.82"	"A"	"lab3"	0
"s.83"	"A"	"lab3"	0
"s.84"	"A"	"lab3"	0
"s.85"	"A"	"lab3"	0
"s.86"	"A"	"lab3"	0
"s.87"	"A"	"lab3"	0
"s.88"	"A"	"lab3"	0
"s.89"	"A"	"lab3"	0
"s.90"	"A"	"lab3"	0
"s.91"	"A"	"lab3"	0
"s.92"	"A"	"lab3"	0
"s.93"	"A"	"lab3"	0
"s.94"	"A"	"lab3"	0
"s.95"	"A"	"lab3"	0
"s.96"	"A"	"lab3"	0
"s.98"	"A"	"lab3"	0
"s.100"	"A"	"lab3"	0
"s.101"	"A"	"lab3"	0
"s.102"	"A"	"lab3"	0
"s.103"	"A"	"lab3"	0
"s.104"	"A"	"lab3"	0
"s.105"	"A"	"lab3"	0
"s.106"	"A"	"lab3"	0
"s.108"	"A"	"lab3"	0
"s.109"	"A"	"lab3"	0
"s.111"	"A"	"lab3"	0
"s.112"	"A"	"lab3"	0
"s.113"	"A"	"lab3"	0
"s.114"	"A"	"lab3"	0
"s.115"	"A"	"lab3"	0
"s.116"	"A"	"lab3"	0
"s.117"	"A"	"lab3"	0
"s.118"	"A"	"lab3"	0
"s.119"	"A"	"lab3"	0
"s.120"	"A"	"lab3"	0
"s.121"	"A"	"lab3"	0
"s.122"	"A"	"lab3"	0
"s.123"	"A"	"lab3"	0
"s.124"	"A"	"lab3"	0
"s.126"	"A"	"lab3"	0
"s.127"	"A"	"lab3"	0
"s.128"	"A"	"lab3"	0
"s.129"	"A"	"lab3"	0
"s.130"	"A"	"lab3"	0
"s.131"	"A"	"lab3"	0
"s.132"	"A"	"lab3"	0
"s.133"	"A"	"lab3"	0
"s.134"	"A"	"lab3"	0
"s.135"	"A"	"lab3"	0
"s.136"	"A"	"lab3"	0
"s.137"	"A"	"lab3"	0
"s.138"	"A"	"lab3"	0
"s.139"	"A"	"lab3"	0
"s.140"	"A"	"lab3"	0
"s.141"	"A"	"lab3"	0
"s.142"	"A"	"lab3"	0
"s.143"	"A"	"lab3"	0
"s.144"	"A"	"lab3"	0
"s.145"	"A"	"lab3"	0
"s.147"	"A"	"lab3"	0
"s.148"	"A"	"lab3"	0
"s.149"	"A"	"lab3"	0
"s.150"	"A"	"lab3"	0
"s.151"	"A"	"lab3"	0
"s.152"	"A"	"lab3"	0
"s.153"	"A"	"lab3"	0
"s.154"	"A"	"lab3"	0
"s.155"	"A"	"lab3"	0
"s.156"	"A"	"lab3"	0
"s.157"	"A"	"lab3"	0
"s.159"	"A"	"lab3"	0
"s.161"	"A"	"lab3"	0
"s.162"	"A"	"lab3"	0
"s.164"	"A"	"lab3"	0
"s.165"	"A"	"lab3"	0
"s.166"	"A"	"lab3"	0
"s.168"	"A"	"lab3"	0
"s.170"	"A"	"lab3"	0
"s.171"	"A"	"lab3"	0
"s.172"	"A"	"lab3"	0
"s.173"	"A"	"lab3"	0
"s.174"	"A"	"lab3"	0
"s.175"	"A"	"lab3"	0
"s.176"	"A"	"lab3"	0
"s.177"	"A"	"lab3"	0
"s.178"	"A"	"lab3"	0
"s.179"	"A"	"lab3"	0
"s.180"	"A"	"lab3"	0
"s.181"	"A"	"lab3"	0
"s.182"	"A"	"lab3"	0
"s.183"	"A"	"lab3"	0
"s.184"	"A"	"lab3"	0
"s.185"	"A"	"lab3"	0
"s.186"	"A"	"lab3"	0
"s.187"	"A"	"lab3"	0
"s.188"	"A"	"lab3"	0
"s.189"	"A"	"lab3"	0
"s.190"	"A"	"lab3"	0
"s.191"	"A"	"lab3"	0
"s.192"	"A"	"lab3"	0
"s.193"	"A"	"lab3"	0
"s.194"	"A"	"lab3"	0
"s.195"	"A"	"lab3"	0
"s.196"	"A"	"lab3"	0
"s.197"	"A"	"lab3"	0
"s.198"	"A"	"lab3"	0
"s.200"	"A"	"lab3"	0
"s.201"	"A"	"lab3"	0
"s.202"	"A"	"lab3"	0
"s.203"	"A"	"lab3"	0
"s.206"	"A"	"lab3"	0
"s.207"	"A"	"lab3"	0
"s.208"	"A"	"lab3"	0
"s.209"	"A"	"lab3"	0
"s.210"	"A"	"lab3"	0
"s.211"	"A"	"lab3"	0
"s.213"	"A"	"lab3"	0
"s.214"	"A"	"lab3"	0
"s.215"	"A"	"lab3"	0
"s.216"	"A"	"lab3"	0
"s.217"	"A"	"lab3"	0
"s.218"	"A"	"lab3"	0
"s.219"	"A"	"lab3"	0
"s.220"	"A"	"lab3"	0
"s.222"	"A"	"lab3"	0
"s.226"	"A"	"lab3"	0
"s.227"	"A"	"lab3"	0
"s.228"	"A"	"lab3"	0
"s.229"	"A"	"lab3"	0
"s.230"	"A"	"lab3"	0
"s.231"	"A"	"lab3"	0
"s.232"	"A"	"lab3"	0
"s.234"	"A"	"lab3"	0
"s.235"	"A"	"lab3"	0
"s.236"	"A"	"lab3"	0
"s.237"	"A"	"lab3"	0
"s.238"	"A"	"lab3"	0
"s.239"	"A"	"lab3"	0
"s.240"	"A"	"lab3"	0
"s.241"	"A"	"lab3"	0
"s.242"	"A"	"lab3"	0
"s.243"	"A"	"lab3"	0
"s.244"	"A"	"lab3"	0
"s.245"	"A"	"lab3"	0
"s.246"	"A"	"lab3"	0
"s.247"	"A"	"lab3"	0
"s.248"	"A"	"lab3"	0
"s.249"	"A"	"lab3"	0
"s.250"	"A"	"lab3"	0
"s.251"	"A"	"lab3"	0
"s.252"	"A"	"lab3"	0
"s.253"	"A"	"lab3"	0
"s.254"	"A"	"lab3"	0
"s.255"	"A"	"lab3"	0
"s.256"	"A"	"lab3"	0
"s.258"	"A"	"lab3"	0
"s.259"	"A"	"lab3"	0
"s.260"	"A"	"lab3"	0
"s.261"	"A"	"lab3"	0
"s.262"	"A"	"lab3"	0
"s.263"	"A"	"lab3"	0
"s.264"	"A"	"lab3"	0
"s.265"	"A"	"lab3"	0
"s.266"	"A"	"lab3"	0
"s.267"	"A"	"lab3"	0
"s.268"	"A"	"lab3"	0
"s.269"	"A"	"lab3"	0
"s.271"	"A"	"lab3"	0
"s.272"	"A"	"lab3"	0
"s.273"	"A"	"lab3"	0
"s.274"	"A"	"lab3"	0
"s.275"	"A"	"lab3"	0
"s.276"	"A"	"lab3"	0
"s.277"	"A"	"lab3"	0
"s.278"	"A"	"lab3"	0
"s.280"	"A"	"lab3"	0
"s.282"	"A"	"lab3"	0
"s.283"	"A"	"lab3"	0
"s.284"	"A"	"lab3"	0
"s.285"	"A"	"lab3"	0
"s.286"	"A"	"lab3"	0
"s.287"	"A"	"lab3"	0
"s.288"	"A"	"lab3"	0
"s.289"	"A"	"lab3"	0
"s.290"	"A"	"lab3"	0
"s.291"	"A"	"lab3"	0
"s.293"	"A"	"lab3"	0
"s.294"	"A"	"lab3"	0
"s.295"	"A"	"lab3"	0
"s.296"	"A"	"lab3"	0
"s.297"	"A"	"lab3"	0
"s.298"	"A"	"lab3"	0
"s.300"	"A"	"lab3"	0
"s.301"	"A"	"lab3"	0
"s.302"	"A"	"lab3"	0
"s.303"	"A"	"lab3"	0
"s.304"	"A"	"lab3"	0
"s.305"	"A"	"lab3"	0
"s.307"	"A"	"lab3"	0
"s.308"	"A"	"lab3"	0
"s.310"	"A"	"lab3"	0
"s.311"	"A"	"lab3"	0
"s.312"	"A"	"lab3"	0
"s.313"	"A"	"lab3"	0
"s.314"	"A"	"lab3"	0
"s.315"	"A"	"lab3"	0
"s.318"	"A"	"lab3"	0
"s.319"	"A"	"lab3"	0
"s.320"	"A"	"lab3"	0
"s.323"	"A"	"lab3"	0
"s.324"	"A"	"lab3"	0
"s.325"	"A"	"lab3"	0
"s.326"	"A"	"lab3"	0
"s.327"	"A"	"lab3"	0
"s.329"	"A"	"lab3"	0
"s.331"	"A"	"lab3"	0
"s.333"	"A"	"lab3"	0
"s.334"	"A"	"lab3"	0
"s.336"	"A"	"lab3"	0
"s.337"	"A"	"lab3"	0
"s.338"	"A"	"lab3"	0
"s.339"	"A"	"lab3"	0
"s.340"	"A"	"lab3"	0
"s.341"	"A"	"lab3"	0
"s.342"	"A"	"lab3"	0
"s.343"	"A"	"lab3"	0
"s.349"	"B"	"lab3"	1
"s.350"	"B"	"lab3"	1
"s.354"	"B"	"lab3"	1
"s.357"	"B"	"lab3"	1
"s.359"	"B"	"lab3"	1
"s.360"	"B"	"lab3"	1
"s.361"	"B"	"lab3"	1
"s.362"	"B"	"lab3"	1
"s.363"	"B"	"lab3"	1
"s.364"	"B"	"lab3"	1
"s.366"	"B"	"lab3"	1
"s.367"	"B"	"lab3"	1
"s.368"	"B"	"lab3"	1
"s.369"	"B"	"lab3"	1
"s.370"	"B"	"lab3"	1
"s.371"	"B"	"lab3"	1
"s.372"	"B"	"lab3"	1
"s.374"	"B"	"lab3"	1
"s.376"	"B"	"lab3"	1
"s.377"	"B"	"lab3"	1
"s.379"	"B"	"lab3"	1
"s.382"	"B"	"lab3"	1
"s.383"	"B"	"lab3"	1
"s.384"	"B"	"lab3"	1
"s.386"	"B"	"lab3"	1
"s.387"	"B"	"lab3"	1
"s.388"	"B"	"lab3"	1
"s.389"	"B"	"lab3"	1
"s.390"	"B"	"lab3"	1
"s.391"	"B"	"lab3"	1
"s.392"	"B"	"lab3"	1
"s.394"	"B"	"lab3"	1
"s.395"	"B"	"lab3"	1
"s.397"	"B"	"lab3"	1
"s.398"	"B"	"lab3"	1
"s.399"	"B"	"lab3"	1
"s.400"	"B"	"lab3"	1
"s.401"	"B"	"lab3"	1
"s.402"	"B"	"lab3"	1
"s.403"	"B"	"lab3"	1
"s.404"	"B"	"lab3"	1
"s.405"	"B"	"lab3"	1
"s.407"	"B"	"lab3"	1
"s.408"	"B"	"lab3"	1
"s.409"	"B"	"lab3"	1
"s.410"	"B"	"lab3"	1
"s.411"	"B"	"lab3"	1
"s.412"	"B"	"lab3"	1
"s.413"	"B"	"lab3"	1
"s.417"	"B"	"lab3"	1
"s.419"	"B"	"lab3"	1
"s.420"	"B"	"lab3"	1
"s.421"	"B"	"lab3"	1
"s.422"	"B"	"lab3"	1
"s.423"	"B"	"lab3"	1
"s.424"	"B"	"lab3"	1
"s.425"	"B"	"lab3"	1
"s.426"	"B"	"lab3"	1
"s.428"	"B"	"lab3"	1
"s.429"	"B"	"lab3"	1
"s.430"	"B"	"lab3"	1
"s.431"	"B"	"lab3"	1
"s.432"	"B"	"lab3"	1
"s.433"	"B"	"lab3"	1
"s.436"	"B"	"lab3"	1
"s.437"	"B"	"lab3"	1
"s.438"	"B"	"lab3"	1
"s.440"	"B"	"lab3"	1
"s.442"	"B"	"lab3"	1
"s.443"	"B"	"lab3"	1
"s.444"	"B"	"lab3"	1
"s.445"	"B"	"lab3"	1
"s.446"	"B"	"lab3"	1
"s.447"	"B"	"lab3"	1
"s.448"	"B"	"lab3"	1
"s.449"	"B"	"lab3"	1
"s.451"	"B"	"lab3"	1
"s.454"	"B"	"lab3"	1
"s.455"	"B"	"lab3"	1
"s.456"	"B"	"lab3"	1
"s.457"	"B"	"lab3"	1
"s.458"	"B"	"lab3"	1
"s.459"	"B"	"lab3"	1
"s.460"	"B"	"lab3"	1
"s.461"	"B"	"lab3"	1
"s.463"	"B"	"lab3"	1
"s.464"	"B"	"lab3"	1
"s.465"	"B"	"lab3"	1
"s.466"	"B"	"lab3"	1
"s.468"	"B"	"lab3"	1
"s.469"	"B"	"lab3"	1
"s.471"	"B"	"lab3"	1
"s.473"	"B"	"lab3"	1
"s.474"	"B"	"lab3"	1
"s.475"	"B"	"lab3"	1
"s.476"	"B"	"lab3"	1
"s.477"	"B"	"lab3"	1
"s.478"	"B"	"lab3"	1
"s.479"	"B"	"lab3"	1
"s.481"	"B"	"lab3"	1
"s.482"	"B"	"lab3"	1
"s.485"	"B"	"lab3"	1
"s.487"	"B"	"lab3"	1
"s.490"	"B"	"lab3"	1
"s.491"	"B"	"lab3"	1
"s.492"	"B"	"lab3"	1
"s.494"	"B"	"lab3"	1
"s.495"	"B"	"lab3"	1
"s.496"	"B"	"lab3"	1
"s.497"	"B"	"lab3"	1
"s.499"	"B"	"lab3"	1
"s.500"	"B"	"lab3"	1
"s.501"	"B"	"lab3"	1
"s.502"	"B"	"lab3"	1
"s.503"	"B"	"lab3"	1
"s.504"	"B"	"lab3"	1
"s.506"	"B"	"lab3"	1
"s.507"	"B"	"lab3"	1
"s.508"	"B"	"lab3"	1
"s.509"	"B"	"lab3"	1
"s.511"	"B"	"lab3"	1
"s.512"	"B"	"lab3"	1
"s.513"	"B"	"lab3"	1
"s.515"	"B"	"lab3"	1
"s.516"	"B"	"lab3"	1
"s.519"	"B"	"lab3"	1
"s.521"	"B"	"lab3"	1
"s.526"	"B"	"lab3"	1
"s.528"	"B"	"lab3"	1
"s.529"	"B"	"lab3"	1
"s.530"	"B"	"lab3"	1
"s.531"	"B"	"lab3"	1
"s.532"	"B"	"lab3"	1
"s.534"	"B"	"lab3"	1
"s.535"	"B"	"lab3"	1
"s.536"	"B"	"lab3"	1
"s.537"	"B"	"lab3"	1
"s.538"	"B"	"lab3"	1
"s.539"	"B"	"lab3"	1
"s.541"	"B"	"lab3"	1
"s.542"	"B"	"lab3"	1
"s.543"	"B"	"lab3"	1
"s.544"	"B"	"lab3"	1
"s.545"	"B"	"lab3"	1
"s.546"	"B"	"lab3"	1
"s.547"	"B"	"lab3"	1
"s.548"	"B"	"lab3"	1
"s.550"	"B"	"lab3"	1
"s.551"	"B"	"lab3"	1
"s.552"	"B"	"lab3"	1
"s.553"	"B"	"lab3"	1
"s.554"	"B"	"lab3"	1
"s.555"	"B"	"lab3"	1
"s.556"	"B"	"lab3"	1
"s.557"	"B"	"lab3"	1
"s.558"	"B"	"lab3"	1
"s.559"	"B"	"lab3"	1
"s.560"	"B"	"lab3"	1
"s.561"	"B"	"lab3"	1
"s.562"	"B"	"lab3"	1
"s.563"	"B"	"lab3"	1
"s.564"	"B"	"lab3"	1
"s.565"	"B"	"lab3"	1
"s.566"	"B"	"lab3"	1
"s.567"	"B"	"lab3"	1
"s.568"	"B"	"lab3"	1
"s.569"	"B"	"lab3"	1
"s.570"	"B"	"lab3"	1
"s.571"	"B"	"lab3"	1
"s.572"	"B"	"lab3"	1
"s.573"	"B"	"lab3"	1
"s.574"	"B"	"lab3"	1
"s.575"	"B"	"lab3"	1
"s.576"	"B"	"lab3"	1
"s.577"	"B"	"lab3"	1
"s.578"	"B"	"lab3"	1
"s.580"	"B"	"lab3"	1
"s.581"	"B"	"lab3"	1
"s.582"	"B"	"lab3"	1
"s.583"	"B"	"lab3"	1
"s.584"	"B"	"lab3"	1
"s.587"	"B"	"lab3"	1
"s.588"	"B"	"lab3"	1
"s.589"	"B"	"lab3"	1
"s.590"	"B"	"lab3"	1
"s.591"	"B"	"lab3"	1
"s.594"	"B"	"lab3"	1
"s.595"	"B"	"lab3"	1
"s.596"	"B"	"lab3"	1
"s.598"	"B"	"lab3"	1
"s.599"	"B"	"lab3"	1
"s.600"	"B"	"lab3"	1
