"file"	"condition"	"lab"	"A"
"s.6"	"A"	"lab2"	0
"s.7"	"A"	"lab2"	0
"s.9"	"A"	"lab2"	0
"s.11"	"A"	"lab2"	0
"s.13"	"A"	"lab2"	0
"s.14"	"A"	"lab2"	0
"s.16"	"A"	"lab2"	0
"s.24"	"A"	"lab2"	0
"s.27"	"A"	"lab2"	0
"s.29"	"A"	"lab2"	0
"s.44"	"A"	"lab2"	0
"s.50"	"A"	"lab2"	0
"s.53"	"A"	"lab2"	0
"s.55"	"A"	"lab2"	0
"s.58"	"A"	"lab2"	0
"s.59"	"A"	"lab2"	0
"s.65"	"A"	"lab2"	0
"s.66"	"A"	"lab2"	0
"s.67"	"A"	"lab2"	0
"s.70"	"A"	"lab2"	0
"s.71"	"A"	"lab2"	0
"s.75"	"A"	"lab2"	0
"s.79"	"A"	"lab2"	0
"s.82"	"A"	"lab2"	0
"s.84"	"A"	"lab2"	0
"s.88"	"A"	"lab2"	0
"s.94"	"A"	"lab2"	0
"s.95"	"A"	"lab2"	0
"s.97"	"A"	"lab2"	0
"s.98"	"A"	"lab2"	0
"s.108"	"A"	"lab2"	0
"s.112"	"A"	"lab2"	0
"s.113"	"A"	"lab2"	0
"s.117"	"A"	"lab2"	0
"s.118"	"A"	"lab2"	0
"s.121"	"A"	"lab2"	0
"s.122"	"A"	"lab2"	0
"s.123"	"A"	"lab2"	0
"s.131"	"A"	"lab2"	0
"s.132"	"A"	"lab2"	0
"s.133"	"A"	"lab2"	0
"s.135"	"A"	"lab2"	0
"s.137"	"A"	"lab2"	0
"s.138"	"A"	"lab2"	0
"s.143"	"A"	"lab2"	0
"s.144"	"A"	"lab2"	0
"s.147"	"A"	"lab2"	0
"s.152"	"A"	"lab2"	0
"s.153"	"A"	"lab2"	0
"s.156"	"A"	"lab2"	0
"s.159"	"A"	"lab2"	0
"s.166"	"A"	"lab2"	0
"s.167"	"A"	"lab2"	0
"s.169"	"A"	"lab2"	0
"s.175"	"A"	"lab2"	0
"s.178"	"A"	"lab2"	0
"s.179"	"A"	"lab2"	0
"s.181"	"A"	"lab2"	0
"s.182"	"A"	"lab2"	0
"s.184"	"A"	"lab2"	0
"s.188"	"A"	"lab2"	0
"s.190"	"A"	"lab2"	0
"s.191"	"A"	"lab2"	0
"s.192"	"A"	"lab2"	0
"s.204"	"A"	"lab2"	0
"s.206"	"A"	"lab2"	0
"s.210"	"A"	"lab2"	0
"s.213"	"A"	"lab2"	0
"s.220"	"A"	"lab2"	0
"s.221"	"A"	"lab2"	0
"s.222"	"A"	"lab2"	0
"s.225"	"A"	"lab2"	0
"s.226"	"A"	"lab2"	0
"s.228"	"A"	"lab2"	0
"s.234"	"A"	"lab2"	0
"s.235"	"A"	"lab2"	0
"s.238"	"A"	"lab2"	0
"s.241"	"A"	"lab2"	0
"s.243"	"A"	"lab2"	0
"s.245"	"A"	"lab2"	0
"s.246"	"A"	"lab2"	0
"s.248"	"A"	"lab2"	0
"s.255"	"A"	"lab2"	0
"s.256"	"A"	"lab2"	0
"s.257"	"A"	"lab2"	0
"s.260"	"A"	"lab2"	0
"s.266"	"A"	"lab2"	0
"s.269"	"A"	"lab2"	0
"s.270"	"A"	"lab2"	0
"s.274"	"A"	"lab2"	0
"s.279"	"A"	"lab2"	0
"s.280"	"A"	"lab2"	0
"s.286"	"A"	"lab2"	0
"s.288"	"A"	"lab2"	0
"s.289"	"A"	"lab2"	0
"s.293"	"A"	"lab2"	0
"s.295"	"A"	"lab2"	0
"s.296"	"A"	"lab2"	0
"s.298"	"A"	"lab2"	0
"s.299"	"A"	"lab2"	0
"s.302"	"B"	"lab2"	1
"s.303"	"B"	"lab2"	1
"s.305"	"B"	"lab2"	1
"s.307"	"B"	"lab2"	1
"s.308"	"B"	"lab2"	1
"s.311"	"B"	"lab2"	1
"s.318"	"B"	"lab2"	1
"s.321"	"B"	"lab2"	1
"s.322"	"B"	"lab2"	1
"s.325"	"B"	"lab2"	1
"s.327"	"B"	"lab2"	1
"s.330"	"B"	"lab2"	1
"s.332"	"B"	"lab2"	1
"s.335"	"B"	"lab2"	1
"s.337"	"B"	"lab2"	1
"s.338"	"B"	"lab2"	1
"s.340"	"B"	"lab2"	1
"s.341"	"B"	"lab2"	1
"s.347"	"B"	"lab2"	1
"s.348"	"B"	"lab2"	1
"s.349"	"B"	"lab2"	1
"s.350"	"B"	"lab2"	1
"s.352"	"B"	"lab2"	1
"s.353"	"B"	"lab2"	1
"s.354"	"B"	"lab2"	1
"s.355"	"B"	"lab2"	1
"s.363"	"B"	"lab2"	1
"s.369"	"B"	"lab2"	1
"s.380"	"B"	"lab2"	1
"s.382"	"B"	"lab2"	1
"s.383"	"B"	"lab2"	1
"s.386"	"B"	"lab2"	1
"s.393"	"B"	"lab2"	1
"s.397"	"B"	"lab2"	1
"s.399"	"B"	"lab2"	1
"s.405"	"B"	"lab2"	1
"s.415"	"B"	"lab2"	1
"s.416"	"B"	"lab2"	1
"s.419"	"B"	"lab2"	1
"s.421"	"B"	"lab2"	1
"s.423"	"B"	"lab2"	1
"s.427"	"B"	"lab2"	1
"s.428"	"B"	"lab2"	1
"s.429"	"B"	"lab2"	1
"s.431"	"B"	"lab2"	1
"s.433"	"B"	"lab2"	1
"s.435"	"B"	"lab2"	1
"s.436"	"B"	"lab2"	1
"s.437"	"B"	"lab2"	1
"s.439"	"B"	"lab2"	1
"s.440"	"B"	"lab2"	1
"s.441"	"B"	"lab2"	1
"s.442"	"B"	"lab2"	1
"s.444"	"B"	"lab2"	1
"s.452"	"B"	"lab2"	1
"s.457"	"B"	"lab2"	1
"s.462"	"B"	"lab2"	1
"s.463"	"B"	"lab2"	1
"s.467"	"B"	"lab2"	1
"s.469"	"B"	"lab2"	1
"s.478"	"B"	"lab2"	1
"s.488"	"B"	"lab2"	1
"s.489"	"B"	"lab2"	1
"s.492"	"B"	"lab2"	1
"s.495"	"B"	"lab2"	1
"s.497"	"B"	"lab2"	1
"s.502"	"B"	"lab2"	1
"s.508"	"B"	"lab2"	1
"s.510"	"B"	"lab2"	1
"s.511"	"B"	"lab2"	1
"s.514"	"B"	"lab2"	1
"s.521"	"B"	"lab2"	1
"s.524"	"B"	"lab2"	1
"s.525"	"B"	"lab2"	1
"s.528"	"B"	"lab2"	1
"s.531"	"B"	"lab2"	1
"s.534"	"B"	"lab2"	1
"s.535"	"B"	"lab2"	1
"s.536"	"B"	"lab2"	1
"s.537"	"B"	"lab2"	1
"s.538"	"B"	"lab2"	1
"s.542"	"B"	"lab2"	1
"s.544"	"B"	"lab2"	1
"s.545"	"B"	"lab2"	1
"s.548"	"B"	"lab2"	1
"s.549"	"B"	"lab2"	1
"s.554"	"B"	"lab2"	1
"s.555"	"B"	"lab2"	1
"s.563"	"B"	"lab2"	1
"s.567"	"B"	"lab2"	1
"s.569"	"B"	"lab2"	1
"s.572"	"B"	"lab2"	1
"s.574"	"B"	"lab2"	1
"s.575"	"B"	"lab2"	1
"s.582"	"B"	"lab2"	1
"s.583"	"B"	"lab2"	1
"s.588"	"B"	"lab2"	1
"s.593"	"B"	"lab2"	1
"s.599"	"B"	"lab2"	1
"s.600"	"B"	"lab2"	1
